r,m,s,value
AL,trn,ppd,0.2924545569400582
AL,trn,fbp,0.423333122123261
AL,trn,agr,0.9178594975983935
AL,trn,eec,0.14006279851411174
AL,trn,pub,0.06678744415630608
AL,trn,tex,0.0952527753976367
AL,trn,nmp,0.4592238869167015
AL,trn,ote,0.112130952986137
AL,trn,mch,0.20294525194975097
AL,trn,oil,0.7503866392756111
AL,trn,pla,0.11099473812329347
AL,trn,fof,0.1290849132983009
AL,trn,mov,0.0009019393928638161
AL,trn,fpd,0.29027725065906856
AL,trn,pri,0.04038507472134954
AL,trn,fmt,0.21950699975233423
AL,trn,pet,0.5279601589784412
AL,trn,cep,0.12814003546041736
AL,trn,mot,0.4613503374651981
AL,trn,alt,0.12221131087525271
AL,trn,pmt,0.4938072285730988
AL,trn,wpd,0.30803174694441865
AL,trn,che,0.5584533991342454
AL,trn,mmf,0.26394204563252727
AL,trn,min,0.6356024607270687
AL,trd,ppd,1.3927458218646425
AL,trd,fbp,8.870351237298046
AL,trd,agr,1.9814643753895322
AL,trd,eec,1.5260876124367615
AL,trd,pub,1.2014938730396316
AL,trd,tex,1.43113613756011
AL,trd,nmp,0.8542969169054511
AL,trd,ote,0.7080559207028961
AL,trd,mch,2.2709714344296654
AL,trd,oil,0.2565188740729024
AL,trd,pla,1.8466409766325358
AL,trd,fof,0.29404051800060693
AL,trd,mov,0.056232402406567246
AL,trd,fpd,1.5218684346025195
AL,trd,pri,0.1576108509385277
AL,trd,fmt,2.2184420565261873
AL,trd,pet,2.6667575285888456
AL,trd,cep,2.8717991260357256
AL,trd,mot,7.582206225838077
AL,trd,alt,4.0685221084719245
AL,trd,pmt,1.3733937317073877
AL,trd,wpd,1.3759246510344219
AL,trd,che,6.903207649057693
AL,trd,mmf,3.4024056872854316
AL,trd,min,0.20741076852455356
AK,trn,ppd,0.031870710471884695
AK,trn,fbp,0.09174008049703289
AK,trn,agr,0.1730968455286015
AK,trn,eec,0.024357581507725084
AK,trn,pub,0.014674406070365959
AK,trn,tex,0.009078014945544931
AK,trn,nmp,0.08066272391065352
AK,trn,ote,0.019187418997893207
AK,trn,mch,0.04096490398031436
AK,trn,oil,0.35831002680263013
AK,trn,pla,0.018124997567538003
AK,trn,fof,0.01611969996000591
AK,trn,mov,0.00024958843137925894
AK,trn,fpd,0.03896203754088809
AK,trn,pri,0.009956519222651228
AK,trn,fmt,0.04164854174702541
AK,trn,pet,0.16996592936035948
AK,trn,cep,0.0265992261733646
AK,trn,mot,0.03507354478234817
AK,trn,alt,0.01539959224883907
AK,trn,pmt,0.014548730240464155
AK,trn,wpd,0.025289540608647295
AK,trn,che,0.0954417507350699
AK,trn,mmf,0.04999209244449624
AK,trn,min,0.13760398298986426
AK,trd,ppd,0.15177673862908173
AK,trd,fbp,1.9222845887067992
AK,trd,agr,0.37367945072710984
AK,trd,eec,0.2653938362092117
AK,trd,pub,0.26398987424607917
AK,trd,tex,0.13639366613355883
AK,trd,nmp,0.15005734307232688
AK,trd,ote,0.12115981593543715
AK,trd,mch,0.45840011461062496
AK,trd,oil,0.12248790134799178
AK,trd,pla,0.30154909841222993
AK,trd,fof,0.036718814036007796
AK,trd,mov,0.015560864976502388
AK,trd,fpd,0.20427055494926888
AK,trd,pri,0.0388573124575224
AK,trd,fmt,0.4209199556680893
AK,trd,pet,0.8585078135485732
AK,trd,cep,0.5961262161620933
AK,trd,mot,0.5764271270983771
AK,trd,alt,0.5126659805638475
AK,trd,pmt,0.04046343139668592
AK,trd,wpd,0.11296401322897594
AK,trd,che,1.1797837111121454
AK,trd,mmf,0.6444345736763183
AK,trd,min,0.044903142494633626
AR,trn,ppd,0.15911034402015253
AR,trn,fbp,0.28187572429723695
AR,trn,agr,1.0151071107373941
AR,trn,eec,0.08431653635529679
AR,trn,pub,0.03163819485252412
AR,trn,tex,0.04333404333516338
AR,trn,nmp,0.20624740277896075
AR,trn,ote,0.03697229044725069
AR,trn,mch,0.17474938944645116
AR,trn,oil,0.23815802254391097
AR,trn,pla,0.05847522281447306
AR,trn,fof,0.10538724628845188
AR,trn,mov,0.0004163212612818671
AR,trn,fpd,0.14868715234295324
AR,trn,pri,0.021052863475714122
AR,trn,fmt,0.11759840555380505
AR,trn,pet,0.2510441732159828
AR,trn,cep,0.059059522981938936
AR,trn,mot,0.11157277869758689
AR,trn,alt,0.07609689829635048
AR,trn,pmt,0.32021577565248144
AR,trn,wpd,0.19076215461992221
AR,trn,che,0.29678047575054967
AR,trn,mmf,0.13010761921706634
AR,trn,min,0.34947625964637485
AR,trd,ppd,0.757725470815395
AR,trd,fbp,5.906310064385325
AR,trd,agr,2.1914013881140058
AR,trd,eec,0.918690923074966
AR,trd,pub,0.5691653236554125
AR,trd,tex,0.6510772535987107
AR,trd,nmp,0.3836832650340403
AR,trd,ote,0.23346318260899362
AR,trd,mch,1.955457778904703
AR,trd,oil,0.08141406655823243
AR,trd,pla,0.9728636185165457
AR,trd,fof,0.2400599705846633
AR,trd,mov,0.02595600644570845
AR,trd,fpd,0.7795384697488602
AR,trd,pri,0.08216302062072971
AR,trd,fmt,1.188505373201474
AR,trd,pet,1.2680387478999564
AR,trd,cep,1.323607300982923
AR,trd,mot,1.833677681743785
AR,trd,alt,2.533332724176961
AR,trd,pmt,0.8905951829537379
AR,trd,wpd,0.8521016214388832
AR,trd,che,3.668591244082811
AR,trd,mmf,1.6771822106722343
AR,trd,min,0.11404162833388805
AZ,trn,ppd,0.24014104047576934
AZ,trn,fbp,0.5885657524500978
AZ,trn,agr,0.9360297312633664
AZ,trn,eec,0.204572053264661
AZ,trn,pub,0.11934543711129396
AZ,trn,tex,0.09834084845925785
AZ,trn,nmp,0.6478391251444411
AZ,trn,ote,0.1764260029213015
AZ,trn,mch,0.24839810878460775
AZ,trn,oil,0.2584777147404218
AZ,trn,pla,0.14225266684693286
AZ,trn,fof,0.07175712475047802
AZ,trn,mov,0.0018160329419614314
AZ,trn,fpd,0.4149838059329672
AZ,trn,pri,0.06625387246653462
AZ,trn,fmt,0.2793762856812206
AZ,trn,pet,0.8234873713089549
AZ,trn,cep,0.3317449355890432
AZ,trn,mot,0.290774278785044
AZ,trn,alt,0.1845193457560958
AZ,trn,pmt,0.2711906041066235
AZ,trn,wpd,0.22382571711956084
AZ,trn,che,0.7736990964154479
AZ,trn,mmf,0.5402715720555855
AZ,trn,min,0.7498447688895865
AZ,trd,ppd,1.1436150432403969
AZ,trd,fbp,12.332569028125455
AZ,trd,agr,2.0206900638460468
AZ,trd,eec,2.228963576695192
AZ,trd,pub,2.147002528332523
AZ,trd,tex,1.477533241848806
AZ,trd,nmp,1.2051789617860411
AZ,trd,ote,1.1140498908434147
AZ,trd,mch,2.779592052519999
AZ,trd,oil,0.08836033171133896
AZ,trd,pla,2.366685196761364
AZ,trd,fof,0.16345443935114337
AZ,trd,mov,0.11322256903727065
AZ,trd,fpd,2.1756811933648867
AZ,trd,pri,0.258569020596683
AZ,trd,fmt,2.8235095119999873
AZ,trd,pet,4.159482699196754
AZ,trd,cep,7.434872424283699
AZ,trd,mot,4.778820709291991
AZ,trd,alt,6.142811432697503
AZ,trd,pmt,0.7542446813794305
AZ,trd,wpd,0.9997908487524525
AZ,trd,che,9.563923379684242
AZ,trd,mmf,6.964495046764269
AZ,trd,min,0.2446904935068983
CA,trn,ppd,1.6917844316350226
CA,trn,fbp,4.076613860747516
CA,trn,agr,9.467368301176746
CA,trn,eec,1.3708409685969656
CA,trn,pub,1.4625938468426396
CA,trn,tex,0.725882617291284
CA,trn,nmp,3.831382690856776
CA,trn,ote,0.5604700992255268
CA,trn,mch,2.055028822150055
CA,trn,oil,10.417583586265948
CA,trn,pla,0.968215949742715
CA,trn,fof,0.8421858616169638
CA,trn,mov,0.04913318720429946
CA,trn,fpd,2.2629714421643303
CA,trn,pri,0.5532216477140727
CA,trn,fmt,1.7745052825679755
CA,trn,pet,5.157786972968413
CA,trn,cep,3.6074797474465043
CA,trn,mot,1.5902232111364694
CA,trn,alt,1.422103791520952
CA,trn,pmt,1.392435081524641
CA,trn,wpd,1.4208779221710859
CA,trn,che,6.02419360383151
CA,trn,mmf,3.153904990474078
CA,trn,min,3.250553216559288
CA,trd,ppd,8.056724173862886
CA,trd,fbp,85.41972010670871
CA,trd,agr,20.438044239404807
CA,trd,eec,14.936324584331818
CA,trd,pub,26.3117950975067
CA,trd,tex,10.906105789522707
CA,trd,nmp,7.127543913841677
CA,trd,ote,3.5391135236551206
CA,trd,mch,22.995914943543188
CA,trd,oil,3.5612398625447437
CA,trd,pla,16.10839646324518
CA,trd,fof,1.9184020864651967
CA,trd,mov,3.063262538757452
CA,trd,fpd,11.864329011031451
CA,trd,pri,2.1590583960894465
CA,trd,fmt,17.93399368957855
CA,trd,pet,26.052282557901584
CA,trd,cep,80.84871483517465
CA,trd,mot,26.135020076496
CA,trd,alt,47.34308694430636
CA,trd,pmt,3.872688575866642
CA,trd,wpd,6.346816451937114
CA,trd,che,74.46683900544632
CA,trd,mmf,40.65613817241884
CA,trd,min,1.0607255044376342
CO,trn,ppd,0.22631078028772078
CO,trn,fbp,0.6376848616461023
CO,trn,agr,1.3555870242607186
CO,trn,eec,0.20655795846329064
CO,trn,pub,0.17297593754773316
CO,trn,tex,0.09142477472315631
CO,trn,nmp,0.678491317393413
CO,trn,ote,0.09612950188010112
CO,trn,mch,0.2669541854148944
CO,trn,oil,0.9344744235797839
CO,trn,pla,0.1379162516285095
CO,trn,fof,0.09041844280679971
CO,trn,mov,0.0025701335879145153
CO,trn,fpd,0.40262013358508003
CO,trn,pri,0.06997749733477371
CO,trn,fmt,0.27555699806695394
CO,trn,pet,0.8029880225291716
CO,trn,cep,0.27133157969474797
CO,trn,mot,0.20060507299325173
CO,trn,alt,0.17566287798255034
CO,trn,pmt,0.17347871441505758
CO,trn,wpd,0.2323438745750603
CO,trn,che,0.7067099390548812
CO,trn,mmf,0.44658450515907727
CO,trn,min,0.5090125295887865
CO,trd,ppd,1.0777516923877257
CO,trd,fbp,13.361791000756488
CO,trd,agr,2.9264254532867415
CO,trd,eec,2.2506014802302774
CO,trd,pub,3.111805396542698
CO,trd,tex,1.373621906851518
CO,trd,nmp,1.2622014165858275
CO,trd,ote,0.6070140415986728
CO,trd,mch,2.987235836040999
CO,trd,oil,0.31944908723057225
CO,trd,pla,2.29453941607455
CO,trd,fof,0.20596276575156972
CO,trd,mov,0.16023780233764034
CO,trd,fpd,2.110860809958001
CO,trd,pri,0.27310121319774733
CO,trd,fmt,2.78490997631767
CO,trd,pet,4.055939293960588
CO,trd,cep,6.080923816147758
CO,trd,mot,3.296906731966732
CO,trd,alt,5.847971825122887
CO,trd,pmt,0.482484996525374
CO,trd,wpd,1.0378399879748756
CO,trd,che,8.735850591135904
CO,trd,mmf,5.756800348218342
CO,trd,min,0.16610174830014013
CT,trn,ppd,0.16805700774705698
CT,trn,fbp,0.33727710697437135
CT,trn,agr,0.5523323564951059
CT,trn,eec,0.15753128458025217
CT,trn,pub,0.0933614710801538
CT,trn,tex,0.06198869188722924
CT,trn,nmp,0.2778704127562137
CT,trn,ote,0.2223140742322962
CT,trn,mch,0.22076211574005278
CT,trn,oil,0.18360075737513054
CT,trn,pla,0.08511928496079783
CT,trn,fof,0.03012235705067031
CT,trn,mov,0.002680586187131696
CT,trn,fpd,0.2098757516378339
CT,trn,pri,0.04904373427201662
CT,trn,fmt,0.19627084891192603
CT,trn,pet,0.4206480628473077
CT,trn,cep,0.1605390336513393
CT,trn,mot,0.15229503531914443
CT,trn,alt,0.10247571398580446
CT,trn,pmt,0.22941532618207675
CT,trn,wpd,0.09518519648990151
CT,trn,che,0.5002227616396603
CT,trn,mmf,0.3410064079765688
CT,trn,min,0.22711811373792212
CT,trd,ppd,0.8003318458216425
CT,trd,fbp,7.067168257841431
CT,trd,agr,1.1923686475256876
CT,trd,eec,1.7164196668892877
CT,trd,pub,1.6795557443139577
CT,trd,tex,0.931356138543487
CT,trd,nmp,0.5169239747320407
CT,trd,ote,1.4038121707145532
CT,trd,mch,2.470343375040121
CT,trd,oil,0.06276372352027211
CT,trd,pla,1.4161460459113773
CT,trd,fof,0.06861524901915021
CT,trd,mov,0.1671240909898199
CT,trd,fpd,1.1003386620236304
CT,trd,pri,0.191403005817127
CT,trd,fmt,1.9836064735410952
CT,trd,pet,2.124717877680195
CT,trd,cep,3.5979064222824473
CT,trd,mot,2.502940327963137
CT,trd,alt,3.411506716905011
CT,trd,pmt,0.6380578345248519
CT,trd,wpd,0.4251758449029037
CT,trd,che,6.183401515215011
CT,trd,mmf,4.395821586969126
CT,trd,min,0.07411353074741682
DE,trn,ppd,0.04741490932872065
DE,trn,fbp,0.10262907230177812
DE,trn,agr,0.28514766386499857
DE,trn,eec,0.027268517178188453
DE,trn,pub,0.01951337320797109
DE,trn,tex,0.016390743305819137
DE,trn,nmp,0.08833168267453814
DE,trn,ote,0.013323863233683151
DE,trn,mch,0.03712710599679797
DE,trn,oil,0.24617266313572114
DE,trn,pla,0.02228761658232887
DE,trn,fof,0.01390815199396968
DE,trn,mov,0.00021626681245791234
DE,trn,fpd,0.06364315860225923
DE,trn,pri,0.011186157390518177
DE,trn,fmt,0.035845801428880754
DE,trn,pet,0.12528848397237485
DE,trn,cep,0.031707851064498575
DE,trn,mot,0.03858537164912322
DE,trn,alt,0.027711727810448977
DE,trn,pmt,0.014492841505265284
DE,trn,wpd,0.030623511946535738
DE,trn,che,0.15170594386122005
DE,trn,mmf,0.07654402624638651
DE,trn,min,0.06471024893890993
DE,trd,ppd,0.22580231798269276
DE,trd,fbp,2.150448124419997
DE,trd,agr,0.6155734501330637
DE,trd,eec,0.29711062977911074
DE,trd,pub,0.3510420056926114
DE,trd,tex,0.2462645835620578
DE,trd,nmp,0.16432395248554768
DE,trd,ote,0.08413413065713747
DE,trd,mch,0.4154548891966525
DE,trd,oil,0.08415386291534081
DE,trd,pla,0.37080339796545714
DE,trd,fof,0.031681163292006854
DE,trd,mov,0.013483392034474715
DE,trd,fpd,0.3336689800363942
DE,trd,pri,0.043656221938839945
DE,trd,fmt,0.3622747043576679
DE,trd,pet,0.632839433424856
DE,trd,cep,0.710617713256573
DE,trd,mot,0.6341433426746491
DE,trd,alt,0.92254781045474
DE,trd,pmt,0.04030799171465255
DE,trd,wpd,0.13678994261617003
DE,trd,che,1.8752820444710792
DE,trd,mmf,0.9867083874579772
DE,trd,min,0.02111634754919207
DC,trn,ppd,0.04931726927805753
DC,trn,fbp,0.12901475618457325
DC,trn,agr,0.11016891841391749
DC,trn,eec,0.04170988155136902
DC,trn,pub,0.06988441160529091
DC,trn,tex,0.021519993421192887
DC,trn,nmp,0.08612320203544349
DC,trn,ote,0.11497485791428698
DC,trn,mch,0.03883581936409945
DC,trn,oil,0.0951269081058902
DC,trn,pla,0.02860346067286974
DC,trn,fof,0.012866510206649558
DC,trn,mov,0.000993655013833286
DC,trn,fpd,0.043269824242640316
DC,trn,pri,0.026141644266265262
DC,trn,fmt,0.05559079556289281
DC,trn,pet,0.2527415797644009
DC,trn,cep,0.0888451062387117
DC,trn,mot,0.059573611598441295
DC,trn,alt,0.03313960982956616
DC,trn,pmt,0.008232174582733877
DC,trn,wpd,0.025387535081086265
DC,trn,che,0.15833042489324883
DC,trn,mmf,0.08410020370003339
DC,trn,min,0.10683703392148597
DC,trd,ppd,0.23486185837366236
DC,trd,fbp,2.7033230861116526
DC,trd,agr,0.23783137580811742
DC,trd,eec,0.45445995815466766
DC,trd,pub,1.257207749531896
DC,trd,tex,0.32332958422006347
DC,trd,nmp,0.16021550287137035
DC,trd,ote,0.7260138856418161
DC,trd,mch,0.4345755101990625
DC,trd,oil,0.03251903230168894
DC,trd,pla,0.47588132054823584
DC,trd,fof,0.02930842365196158
DC,trd,mov,0.061950513563623834
DC,trd,fpd,0.22685546158426081
DC,trd,pri,0.10202300790990507
DC,trd,fmt,0.5618269985541057
DC,trd,pet,1.2766124472882372
DC,trd,cep,1.9911442784616538
DC,trd,mot,0.9790811278889223
DC,trd,alt,1.1032467804502193
DC,trd,pmt,0.022895608480494215
DC,trd,wpd,0.11340173762469616
DC,trd,che,1.957169213932726
DC,trd,mmf,1.0841130320299133
DC,trd,min,0.03486322454949473
FL,trn,ppd,0.7453263111885304
FL,trn,fbp,2.0681788961363825
FL,trn,agr,3.031431867107567
FL,trn,eec,0.6298756507595072
FL,trn,pub,0.37940043339728396
FL,trn,tex,0.2787606284285787
FL,trn,nmp,1.900561367742836
FL,trn,ote,0.2931864497662163
FL,trn,mch,0.7635244028977419
FL,trn,oil,1.054053039007841
FL,trn,pla,0.41488798342661715
FL,trn,fof,0.2690748585861799
FL,trn,mov,0.006349813510737439
FL,trn,fpd,1.3030547073095327
FL,trn,pri,0.21345222843630585
FL,trn,fmt,0.7167842581951676
FL,trn,pet,2.485427901871521
FL,trn,cep,0.6559753757357906
FL,trn,mot,0.736347488178468
FL,trn,alt,0.5200424423235381
FL,trn,pmt,0.4717437615458404
FL,trn,wpd,0.7015629710967443
FL,trn,che,2.3859175952402083
FL,trn,mmf,1.5779752635788642
FL,trn,min,1.3552406348785164
FL,trd,ppd,3.549440694973927
FL,trd,fbp,43.33578515728673
FL,trd,agr,6.544219749112865
FL,trd,eec,6.862960316352522
FL,trd,pub,6.825344223213194
FL,trd,tex,4.188270708204511
FL,trd,nmp,3.5356255698145427
FL,trd,ote,1.851338957696157
FL,trd,mch,8.543890984451613
FL,trd,oil,0.36032690965877173
FL,trd,pla,6.902571814323212
FL,trd,fof,0.6129214389042147
FL,trd,mov,0.3958860998505678
FL,trd,fpd,6.83166807978257
FL,trd,pri,0.8330401166940552
FL,trd,fmt,7.244162353046673
FL,trd,pet,12.55404116459346
FL,trd,cep,14.701334395376515
FL,trd,mot,12.101732795780546
FL,trd,alt,17.312670642218702
FL,trd,pmt,1.3120300546252819
FL,trd,wpd,3.1337607105774676
FL,trd,che,29.493033114342705
FL,trd,mmf,20.341253316916816
FL,trd,min,0.44224419976964074
GA,trn,ppd,0.6262639149958238
GA,trn,fbp,1.0903550839722478
GA,trn,agr,2.875515808855348
GA,trn,eec,0.38047408267864113
GA,trn,pub,0.20875785840990474
GA,trn,tex,0.30992196949805884
GA,trn,nmp,1.040864532230578
GA,trn,ote,0.19053224754965475
GA,trn,mch,0.5182460682783496
GA,trn,oil,0.6266304245618343
GA,trn,pla,0.25392650261515143
GA,trn,fof,0.219384697761048
GA,trn,mov,0.007447547551627225
GA,trn,fpd,0.5812702106210352
GA,trn,pri,0.11249794870507329
GA,trn,fmt,0.4676219111478587
GA,trn,pet,1.246025120392377
GA,trn,cep,0.29733766129303124
GA,trn,mot,0.5340110365160752
GA,trn,alt,0.29182384095031794
GA,trn,pmt,0.42761110707387145
GA,trn,wpd,0.5404850186852631
GA,trn,che,1.2844548853124735
GA,trn,mmf,0.6463851440885703
GA,trn,min,0.8710947553142049
GA,trd,ppd,2.9824341262488847
GA,trd,fbp,22.846859985104864
GA,trd,agr,6.207629981521761
GA,trd,eec,4.145546073539389
GA,trd,pub,3.7555155912444493
GA,trd,tex,4.656457814702989
GA,trd,nmp,1.936326454555946
GA,trd,ote,1.2031244038302416
GA,trd,mch,5.79920942105619
GA,trd,oil,0.21421294377469194
GA,trd,pla,4.224624452568722
GA,trd,fof,0.4997329937542301
GA,trd,mov,0.46432553470738636
GA,trd,fpd,3.0474891970018576
GA,trd,pri,0.4390457996323086
GA,trd,fmt,4.72600926354983
GA,trd,pet,6.2937454921724125
GA,trd,cep,6.663756824873072
GA,trd,mot,8.776371180272225
GA,trd,alt,9.715072526285983
GA,trd,pmt,1.1892867906383358
GA,trd,wpd,2.4142532972682234
GA,trd,che,15.877526760343175
GA,trd,mmf,8.332376469816733
GA,trd,min,0.28425697479325807
HI,trn,ppd,0.06175236885647628
HI,trn,fbp,0.21244625516349447
HI,trn,agr,0.25528444270841716
HI,trn,eec,0.03532837484812949
HI,trn,pub,0.025885358999814746
HI,trn,tex,0.0220858544384129
HI,trn,nmp,0.14966781713816824
HI,trn,ote,0.03990159076082665
HI,trn,mch,0.04601858647540934
HI,trn,oil,0.22571829793666706
HI,trn,pla,0.034601925934647206
HI,trn,fof,0.028005085860031646
HI,trn,mov,0.0006398087274923794
HI,trn,fpd,0.07408831513791969
HI,trn,pri,0.021603791501707204
HI,trn,fmt,0.05275595419111325
HI,trn,pet,0.30066652931238874
HI,trn,cep,0.042753439964978344
HI,trn,mot,0.0636317312845213
HI,trn,alt,0.03894615506756986
HI,trn,pmt,0.008050089743081894
HI,trn,wpd,0.047624227845560675
HI,trn,che,0.15449084956425552
HI,trn,mmf,0.08803432453862121
HI,trn,min,0.13135185628700258
HI,trd,ppd,0.29408108601545696
HI,trd,fbp,4.451513013905256
HI,trd,agr,0.5511050766935857
HI,trd,eec,0.38492873050670096
HI,trd,pub,0.46567286160735843
HI,trd,tex,0.3318314273128179
HI,trd,nmp,0.2784279267343482
HI,trd,ote,0.2519603805307908
HI,trd,mch,0.5149511719759856
HI,trd,oil,0.07716155993963424
HI,trd,pla,0.5756789500268574
HI,trd,fof,0.0637923498767502
HI,trd,mov,0.03988957807170257
HI,trd,fpd,0.3884309498084379
HI,trd,pri,0.08431312769820279
HI,trd,fmt,0.5331767444399689
HI,trd,pet,1.5186841601645036
HI,trd,cep,0.9581649566842235
HI,trd,mot,1.0457755634409782
HI,trd,alt,1.2965517822988182
HI,trd,pmt,0.02238918783100395
HI,trd,wpd,0.21272920641848858
HI,trd,che,1.909707087600734
HI,trd,mmf,1.1348267221644335
HI,trd,min,0.042862938932693266
ID,trn,ppd,0.07434599269506727
ID,trn,fbp,0.19183875319149604
ID,trn,agr,0.7213846436861802
ID,trn,eec,0.05831865725587019
ID,trn,pub,0.022551045080214892
ID,trn,tex,0.022264085140830572
ID,trn,nmp,0.15397623589703666
ID,trn,ote,0.017874426085719253
ID,trn,mch,0.06299240167412308
ID,trn,oil,0.038032394464492615
ID,trn,pla,0.03619442734289775
ID,trn,fof,0.07380148887790848
ID,trn,mov,0.0002886135956488049
ID,trn,fpd,0.0980045961586009
ID,trn,pri,0.014350335730606914
ID,trn,fmt,0.06776933221717943
ID,trn,pet,0.1764389306531547
ID,trn,cep,0.08451653052823967
ID,trn,mot,0.0709847822889398
ID,trn,alt,0.03945401983676734
ID,trn,pmt,0.05231717458771531
ID,trn,wpd,0.10833443054306413
ID,trn,che,0.1866594284256708
ID,trn,mmf,0.09917776767733429
ID,trn,min,0.14070577279186497
ID,trd,ppd,0.3540552480420296
ID,trd,fbp,4.019711741899627
ID,trd,agr,1.5573167528987817
ID,trd,eec,0.6354248334054371
ID,trd,pub,0.4056891656327952
ID,trd,tex,0.33450927473498315
ID,trd,nmp,0.2864429036710913
ID,trd,ote,0.11286886343260197
ID,trd,mch,0.7048893404191242
ID,trd,oil,0.013001333573511055
ID,trd,pla,0.6021737046930998
