r,g,m,value
AL,fbt,trd,2.2028861142409144
AL,pip,trn,0.545104395341375
AL,trn,trn,0.6133067857283905
AL,mvt,trd,2.6827599420459216
AL,trk,trn,3.1846551017594447
AL,gmt,trd,1.8693042590943472
AL,wtt,trn,0.1991984505062578
AL,wht,trd,17.19351485083467
AL,ott,trd,10.377789145341055
AL,air,trn,0.08264554229740147
AL,otr,trn,0.03967080463787061
AK,fbt,trd,0.3562081710975271
AK,pip,trn,0.10452681563764984
AK,trn,trn,0.20147301444506702
AK,mvt,trd,0.4338040928544234
AK,trk,trn,0.6106754220586337
AK,gmt,trd,0.30226776003182654
AK,wtt,trn,0.03819741665875484
AK,wht,trd,2.7802029529177013
AK,ott,trd,1.678095507343794
AK,air,trn,0.015847744829839524
AK,otr,trn,0.007607098599861869
AR,fbt,trd,1.1522564194582148
AR,pip,trn,0.323441239450484
AR,trn,trn,0.34222710051758315
AR,mvt,trd,1.4032624497036055
AR,trk,trn,1.7770474858341556
AR,gmt,trd,0.9777708518555238
AR,wtt,trn,0.18305587821445488
AR,wht,trd,8.993355458482757
AR,ott,trd,5.428276153360535
AR,air,trn,0.046116470532039176
AR,otr,trn,0.022136432797321783
AZ,fbt,trd,2.6090280818969176
AZ,pip,trn,0.762974515874149
AZ,trn,trn,0.6149678753376865
AZ,mvt,trd,3.177375344343599
AZ,trk,trn,3.193280471022956
AZ,gmt,trd,2.2139443678264037
AZ,wtt,trn,0.36228718777080304
AZ,wht,trd,20.363450830410702
AZ,ott,trd,12.291122601918909
AZ,air,trn,0.08286938076578204
AZ,otr,trn,0.039778249660345155
CA,fbt,trd,10.191009326162916
CA,pip,trn,7.036565984112821
CA,trn,trn,6.650144243987755
CA,mvt,trd,12.41100545893054
CA,trk,trn,13.309478367093334
CA,gmt,trd,8.64779028507834
CA,wtt,trn,0.8325006580168792
CA,wht,trd,79.54077564956415
CA,ott,trd,48.009810984516776
CA,air,trn,0.3453966040894838
CA,otr,trn,0.16579431657802401
CO,fbt,trd,2.37555221779445
CO,pip,trn,0.5462876181285784
CO,trn,trn,0.614638051024767
CO,mvt,trd,2.8930394035977502
CO,trk,trn,3.1915678262173452
CO,gmt,trd,2.01582362779311
CO,wtt,trn,0.37684254625548985
CO,wht,trd,18.54117290564358
CO,ott,trd,11.191218583949903
CO,air,trn,0.08282493562048379
CO,otr,trn,0.039756915482757164
CT,fbt,trd,1.8796331547466303
CT,pip,trn,0.3767766758711874
CT,trn,trn,0.5471186315467791
CT,mvt,trd,2.2890899809558602
CT,trk,trn,2.2012366315367804
CT,gmt,trd,1.5950013207621327
CT,wtt,trn,0.13768615821458652
CT,wht,trd,14.6705271558687
CT,ott,trd,8.854945530070857
CT,air,trn,0.057124677343475844
CT,otr,trn,0.027420497850198948
DE,fbt,trd,0.501549285863996
DE,pip,trn,0.12372311854208828
DE,trn,trn,0.13920311192101162
DE,mvt,trd,0.6108061258270365
DE,trk,trn,0.7228256899742946
DE,gmt,trd,0.4255999482453332
DE,wtt,trn,0.04521235513052811
DE,wht,trd,3.914589610048747
DE,ott,trd,2.3627970148091384
DE,air,trn,0.01875817607420502
DE,otr,trn,0.00900413885270087
DC,fbt,trd,0.977274910974689
DC,pip,trn,0.18684915413176315
DC,trn,trn,0.21022735299144651
DC,mvt,trd,1.1901631984424332
DC,trk,trn,1.1698747500260454
DC,gmt,trd,0.8292866987454478
DC,wtt,trn,0.06828061248367455
DC,wht,trd,7.6276256800417785
DC,ott,trd,4.603938849840205
DC,air,trn,0.028328976619899596
DC,otr,trn,0.013598232473745605
FL,fbt,trd,6.261944756061958
FL,pip,trn,2.5736160666305667
FL,trn,trn,2.087401727047676
FL,mvt,trd,7.626038605566478
FL,trk,trn,7.564129392763144
FL,gmt,trd,5.313701841891943
FL,wtt,trn,0.4731321936980897
FL,wht,trd,48.87444678253712
FL,ott,trd,29.500000884329936
FL,air,trn,0.19629804663219214
FL,otr,trn,0.09422530534942301
GA,fbt,trd,4.265653639719078
GA,pip,trn,1.1652737525615844
GA,trn,trn,1.0794682235054283
GA,mvt,trd,5.19487804535192
GA,trk,trn,5.605243680927093
GA,gmt,trd,3.619708011685318
GA,wtt,trn,0.6072190308255793
GA,wht,trd,33.29340483327685
GA,ott,trd,20.095480085821592
GA,air,trn,0.14546266045053635
GA,otr,trn,0.06982373912040472
HI,fbt,trd,0.5068453894516962
HI,pip,trn,0.2340690081656939
HI,trn,trn,0.28276810886032017
HI,mvt,trd,0.6172559256882989
HI,trk,trn,0.8639775557367922
HI,gmt,trd,0.4300940657256207
HI,wtt,trn,0.04182560246846963
HI,wht,trd,4.386201707472231
HI,ott,trd,2.3877469411669865
HI,air,trn,0.017353044610222076
HI,otr,trn,0.008329659694495322
ID,fbt,trd,0.680473117353402
ID,pip,trn,0.2740610893057912
ID,trn,trn,0.18217577300302026
ID,mvt,trd,0.8287064905776483
ID,trk,trn,0.9459654098266772
ID,gmt,trd,0.5774294405166017
ID,wtt,trn,0.10492941994115418
ID,wht,trd,5.3110891993801745
ID,ott,trd,3.2057065888764433
ID,air,trn,0.024548914024164474
ID,otr,trn,0.011783759235555661
IL,fbt,trd,5.194684488962839
IL,pip,trn,1.2280962227554668
IL,trn,trn,1.381753207973377
IL,mvt,trd,6.326287758801816
IL,trk,trn,7.174887846575469
IL,gmt,trd,4.408056220925279
IL,wtt,trn,0.44878534595611347
IL,wht,trd,40.54448585834398
IL,ott,trd,24.472141321571016
IL,air,trn,0.18619677109639338
IL,otr,trn,0.08937657767174674
IN,fbt,trd,4.809059885983482
IN,pip,trn,1.365782459470884
IN,trn,trn,1.39182725253416
IN,mvt,trd,5.856659197047106
IN,trk,trn,7.2271983022110575
IN,gmt,trd,4.0808265434122974
IN,wtt,trn,0.45205733660342995
IN,wht,trd,37.53468780509442
IN,ott,trd,22.65546510163186
IN,air,trn,0.1875542888921003
IN,otr,trn,0.0900282017251304
IA,fbt,trd,1.6983320734917526
IA,pip,trn,0.6140677228598028
IA,trn,trn,0.4908629116009248
IA,mvt,trd,2.068294509462409
IA,trk,trn,2.5488533831201954
IA,gmt,trd,1.4411545643741221
IA,wtt,trn,0.2798557261643427
IA,wht,trd,13.25547314428069
IA,ott,trd,8.00083674027815
IA,air,trn,0.06614574054444863
IA,otr,trn,0.031750711264297724
KS,fbt,trd,1.335573696345182
KS,pip,trn,0.38524523625854934
KS,trn,trn,0.4334463629098744
KS,mvt,trd,1.6265133222466752
KS,trk,trn,2.25071237283085
KS,gmt,trd,1.133328492459413
KS,wtt,trn,0.25003329048144296
KS,wht,trd,10.42414586666359
KS,ott,trd,6.2918832340591235
KS,air,trn,0.05840863097084205
KS,otr,trn,0.02803681026221069
KY,fbt,trd,2.663821576065919
KY,pip,trn,0.6517685394177388
KY,trn,trn,0.7333165378328038
KY,mvt,trd,3.2441049815640763
KY,trk,trn,3.8078174051836617
KY,gmt,trd,2.2604405127512948
KY,wtt,trn,0.23817691482643927
KY,wht,trd,20.79111377205509
KY,ott,trd,12.549254570406218
KY,air,trn,0.09881733637247694
KY,otr,trn,0.04743345057813886
LA,fbt,trd,1.4883277428219799
LA,pip,trn,0.5777831737782686
LA,trn,trn,0.6500742686838525
LA,mvt,trd,1.812543110270731
LA,trk,trn,3.3755738310115637
LA,gmt,trd,1.2629510761359042
LA,wtt,trn,0.21114031354148405
LA,wht,trd,11.61639041786633
LA,ott,trd,7.011507038115871
LA,air,trn,0.08760010767719875
LA,otr,trn,0.042049052632665056
ME,fbt,trd,0.5317944117482747
ME,pip,trn,0.14694165465307593
ME,trn,trn,0.12775259744356576
ME,mvt,trd,0.6476398103466009
ME,trk,trn,0.6633677804958273
ME,gmt,trd,0.4512650710434805
ME,wtt,trn,0.05478717099659316
ME,wht,trd,4.150652662829803
ME,ott,trd,2.5052817020892606
ME,air,trn,0.017215173452036325
ME,otr,trn,0.008263479963205013
MD,fbt,trd,2.7731737348777314
MD,pip,trn,0.8513863143395883
MD,trn,trn,0.67476566198595
MD,mvt,trd,3.3772782715222203
MD,trk,trn,3.503786290874836
MD,gmt,trd,2.3532335331832748
MD,wtt,trn,0.21915993341374262
MD,wht,trd,21.644606812093432
MD,ott,trd,13.064412226265286
MD,air,trn,0.09092737167788435
MD,otr,trn,0.04364617737140572
MA,fbt,trd,3.750911726637338
MA,pip,trn,1.0536650218213568
MA,trn,trn,0.8297809986351525
MA,mvt,trd,4.568005427661639
MA,trk,trn,4.308718494787329
MA,gmt,trd,3.1829131886403546
MA,wtt,trn,0.2695080064887111
MA,wht,trd,29.275846835292196
MA,ott,trd,17.6705326481405
MA,air,trn,0.1118163082752062
MA,otr,trn,0.053673105621972424
MI,fbt,trd,5.225302041237463
MI,pip,trn,1.0338321148818492
MI,trn,trn,1.5767814259268451
MI,mvt,trd,6.3635749985891366
MI,trk,trn,6.039941609642226
MI,gmt,trd,4.434037373786521
MI,wtt,trn,0.46131408458904605
MI,wht,trd,40.78345569719621
MI,ott,trd,24.61638050833533
MI,air,trn,0.15674358253040968
MI,otr,trn,0.07523871061826573
MN,fbt,trd,2.4749735633734327
MN,pip,trn,0.6977054493592327
MN,trn,trn,0.6776498621216299
MN,mvt,trd,3.0141185649667017
MN,trk,trn,3.518762780439809
MN,gmt,trd,2.1001896526793873
MN,wtt,trn,0.275348745504391
MN,wht,trd,19.317155999209557
MN,ott,trd,11.65959221175331
MN,air,trn,0.09131602918152572
MN,otr,trn,0.043832737414081904
MS,fbt,trd,1.4502566628427227
MS,pip,trn,0.40248848283988825
MS,trn,trn,0.4528470506069532
MS,mvt,trd,1.7661786760594
MS,trk,trn,2.3514523295537577
MS,gmt,trd,1.2306450792468777
MS,wtt,trn,0.14708206870742646
MS,wht,trd,11.31924583341457
MS,ott,trd,6.832154307166233
MS,air,trn,0.06102295123107423
MS,otr,trn,0.029291713859204312
MO,fbt,trd,2.6741430395011507
MO,pip,trn,0.7964666245080083
MO,trn,trn,0.6811480968812726
MO,mvt,trd,3.2566748590844457
MO,trk,trn,3.536927704477323
MO,gmt,trd,2.269199002550126
MO,wtt,trn,0.22123291087166425
MO,wht,trd,20.87167274135848
MO,ott,trd,12.597878950263954
MO,air,trn,0.09178743030657757
MO,otr,trn,0.044059015340490906
MT,fbt,trd,0.38581664925176484
MT,pip,trn,0.11537058669850571
MT,trn,trn,0.12980552771244264
MT,mvt,trd,0.46986244313573255
MT,trk,trn,0.6740278204733248
MT,gmt,trd,0.3273926423220263
MT,wtt,trn,0.07242755045417719
MT,wht,trd,3.0112969734231236
MT,ott,trd,1.817580949288666
MT,air,trn,0.01749181401646213
MT,otr,trn,0.008396270595115374
NE,fbt,trd,1.0476419105588421
NE,pip,trn,0.28098387003822783
NE,trn,trn,0.31614001950350634
NE,mvt,trd,1.275858853113795
NE,trk,trn,1.641587781857745
NE,gmt,trd,0.8889980615671584
NE,wtt,trn,0.1833090738451374
NE,wht,trd,8.176839751771361
NE,ott,trd,4.935437550455637
NE,air,trn,0.04260113203011132
NE,otr,trn,0.020449030148983798
NV,fbt,trd,1.6659467720585757
NV,pip,trn,0.4308863604382084
NV,trn,trn,0.4070428448381237
NV,mvt,trd,2.028854436353615
NV,trk,trn,2.113609538673008
NV,gmt,trd,1.413673351655165
NV,wtt,trn,0.16880544372451747
NV,wht,trd,13.002706032290451
NV,ott,trd,7.848269693117097
NV,air,trn,0.05485065130980263
NV,otr,trn,0.026328939370267253
NH,fbt,trd,0.8902194285420131
NH,pip,trn,0.17404371957310188
NH,trn,trn,0.23818083697907685
NH,mvt,trd,1.0841436636621054
NH,trk,trn,1.0168129705146747
NH,gmt,trd,0.7554139810244094
NH,wtt,trn,0.06360110018484758
NH,wht,trd,6.948158085064193
NH,ott,trd,4.193820762122552
NH,air,trn,0.02638749147962354
NH,otr,trn,0.012666297422366048
NJ,fbt,trd,3.976781596012885
NJ,pip,trn,1.0352970055218587
NJ,trn,trn,1.2525561964362888
NJ,mvt,trd,4.843078493744615
NJ,trk,trn,5.07152864116338
NJ,gmt,trd,3.374579705622457
NJ,wtt,trn,0.31722136769527065
NJ,wht,trd,31.0387600101309
NJ,ott,trd,18.73460485029012
NJ,air,trn,0.13161212798025973
NJ,otr,trn,0.06317532527393761
NM,fbt,trd,0.7658752280331292
NM,pip,trn,0.19046563759724938
NM,trn,trn,0.21429632375890512
NM,mvt,trd,0.9327124852664358
NM,trk,trn,1.1127544919245778
NM,gmt,trd,0.6498991556767393
NM,wtt,trn,0.11292204281496057
NM,wht,trd,5.977652236285283
NM,ott,trd,3.608035647774112
NM,air,trn,0.028877286704663302
NM,otr,trn,0.01386142757960335
NY,fbt,trd,7.474355794184776
NY,pip,trn,1.8003015391393968
NY,trn,trn,1.949452614140659
NY,mvt,trd,9.102559677329197
NY,trk,trn,8.761142621458227
NY,gmt,trd,6.342518130979562
NY,wtt,trn,0.5480047223621259
NY,wht,trd,58.33730873192286
NY,ott,trd,35.21166524581615
NY,air,trn,0.22736194657162775
NY,otr,trn,0.10913633226667825
NC,fbt,trd,5.005401440648853
NC,pip,trn,1.7893463186081857
NC,trn,trn,1.6733505277763154
NC,mvt,trd,6.095771538992566
NC,trk,trn,6.636074777457692
NC,gmt,trd,4.247436202441202
NC,wtt,trn,0.6675453841734684
NC,wht,trd,39.06713263469847
NC,ott,trd,23.58042951155453
NC,air,trn,0.17221393877349478
NC,otr,trn,0.0826646583843195
ND,fbt,trd,0.4429170833545397
ND,pip,trn,0.13131245831758653
ND,trn,trn,0.14774201497020917
ND,mvt,trd,0.5394015610656412
ND,trk,trn,0.7671647740865958
ND,gmt,trd,0.3758463885118214
ND,wtt,trn,0.04798574080961073
ND,wht,trd,3.4569655694474197
ND,ott,trd,2.0865809041184837
ND,air,trn,0.019908827411427292
ND,otr,trn,0.009556464642287765
OH,fbt,trd,5.438892052399606
OH,pip,trn,1.4379361181758459
OH,trn,trn,1.6178478586086142
OH,mvt,trd,6.623693178218404
OH,trk,trn,8.400832269725225
OH,gmt,trd,4.615283564855725
OH,wtt,trn,0.7558267915222752
OH,wht,trd,42.4505246415078
OH,ott,trd,25.62260233935158
OH,air,trn,0.2180114695300512
OH,otr,trn,0.10464799644509892
OK,fbt,trd,1.5148506857384207
OK,pip,trn,0.3867181841367329
OK,trn,trn,0.43510360313107727
OK,mvt,trd,1.8448437763566479
OK,trk,trn,2.259317753772505
OK,gmt,trd,1.2854576641237738
OK,wtt,trn,0.22593245642782014
OK,wht,trd,11.82340185162754
OK,ott,trd,7.13645653383485
OK,air,trn,0.05863195071878144
OK,otr,trn,0.028144006292946402
OR,fbt,trd,2.0445031913787854
OR,pip,trn,0.6163495645992436
OR,trn,trn,0.47790396809633084
OR,mvt,trd,2.4898750905722977
OR,trk,trn,2.4815628092904864
OR,gmt,trd,1.7349051767450498
OR,wtt,trn,0.17880077565086094
OR,wht,trd,15.957336948243924
OR,ott,trd,9.631647723385441
OR,air,trn,0.06439947107790982
OR,otr,trn,0.03091248196691046
PA,fbt,trd,5.258311091171247
PA,pip,trn,1.2730519576767119
PA,trn,trn,1.4323337160746543
PA,mvt,trd,6.403774696755496
PA,trk,trn,7.437532051600873
PA,gmt,trd,4.462047881107342
PA,wtt,trn,0.6803319505257093
PA,wht,trd,41.04109116304235
PA,ott,trd,24.771886032604744
PA,air,trn,0.19301269685978362
PA,otr,trn,0.09264829991918107
RI,fbt,trd,0.4381915690714641
RI,pip,trn,0.1309544105506113
RI,trn,trn,0.1408574941071312
RI,mvt,trd,0.5336466469362879
RI,trk,trn,0.5238907992169748
RI,gmt,trd,0.37183645630576706
RI,wtt,trn,0.03276908553797585
RI,wht,trd,3.4200829546455696
RI,ott,trd,2.0643190220738212
RI,air,trn,0.013595581883258026
RI,otr,trn,0.006526034651549019
SC,fbt,trd,2.3898177650740364
SC,pip,trn,0.7303873927085016
SC,trn,trn,0.5586110474201622
SC,mvt,trd,2.9104125390247826
SC,trk,trn,2.900642163860957
SC,gmt,trd,2.0279289509487883
SC,wtt,trn,0.18460555794186315
SC,wht,trd,18.65251542917271
SC,ott,trd,11.258423529658799
SC,air,trn,0.07527507280476134
SC,otr,trn,0.036132895063997486
SD,fbt,trd,0.4332197125914541
SD,pip,trn,0.1311892556387227
SD,trn,trn,0.12545272478429853
SD,mvt,trd,0.5275917277482534
SD,trk,trn,0.6514254681520404
SD,gmt,trd,0.36761748536868294
SD,wtt,trn,0.0698825236572173
SD,wht,trd,3.3812776402570286
SD,ott,trd,2.0408966227600827
SD,air,trn,0.01690525641285932
SD,otr,trn,0.008114716243186146
TN,fbt,trd,3.7836415283631686
TN,pip,trn,0.8486553244848651
TN,trn,trn,0.9548374104104209
TN,mvt,trd,4.607865046555927
TN,trk,trn,4.9580860691161295
TN,gmt,trd,3.210686734158612
TN,wtt,trn,0.31012559630050573
TN,wht,trd,29.531302770304002
TN,ott,trd,17.82472263503255
TN,air,trn,0.12866815992504482
TN,otr,trn,0.061762186968688265
TX,fbt,trd,6.949887238821564
TX,pip,trn,2.082482681845799
TX,trn,trn,2.343038821284922
TX,mvt,trd,8.463841578333888
TX,trk,trn,12.166456836057229
TX,gmt,trd,5.897469565843302
TX,wtt,trn,1.4874717363534544
TX,wht,trd,54.24383434069655
TX,ott,trd,32.74089562875105
TX,air,trn,0.31573385215195227
TX,otr,trn,0.1515558567116601
UT,fbt,trd,1.5417802414338357
UT,pip,trn,0.598701676458718
UT,trn,trn,0.48715476162210214
UT,mvt,trd,1.8776396312171018
UT,trk,trn,2.5295984539021505
UT,gmt,trd,1.3083092917369898
UT,wtt,trn,0.26600528961489134
UT,wht,trd,12.033586896048252
UT,ott,trd,7.263321581000956
UT,air,trn,0.06564605250405639
UT,otr,trn,0.031510855295309725
VT,fbt,trd,0.2981649787610632
VT,pip,trn,0.08800929151604583
VT,trn,trn,0.07116592416965259
VT,mvt,trd,0.3631168474711595
VT,trk,trn,0.36631553838020825
VT,gmt,trd,0.2530140169787626
VT,wtt,trn,0.022912838379700595
VT,wht,trd,2.3271761337029764
VT,ott,trd,1.404654221615837
VT,air,trn,0.009506318691989927
VT,otr,trn,0.0045631415944756585
VA,fbt,trd,4.110559594180147
VA,pip,trn,1.397815620427996
VA,trn,trn,1.071692387269235
VA,mvt,trd,5.005998515932822
VA,trk,trn,5.5648668954156975
VA,gmt,trd,3.4880997737415247
VA,wtt,trn,0.34807940810543336
VA,wht,trd,32.0828966013665
VA,ott,trd,19.364832553978765
VA,air,trn,0.14441483541825212
VA,otr,trn,0.06932077113211522
WA,fbt,trd,2.8407176499968925
WA,pip,trn,1.427442728226186
WA,trn,trn,0.7619165019520802
WA,mvt,trd,3.459535864703825
WA,trk,trn,3.9563254989501733
WA,gmt,trd,2.410549309696607
WA,wtt,trn,0.24746601559894793
WA,wht,trd,22.171786724017743
WA,ott,trd,13.382611385371163
WA,air,trn,0.10267129592310642
WA,otr,trn,0.04928339519904899
WV,fbt,trd,0.6866565941930847
WV,pip,trn,0.18458305780067238
WV,trn,trn,0.2076777271420681
WV,mvt,trd,0.8362369679186368
WV,trk,trn,1.078386785626881
WV,gmt,trd,0.5826765567963342
WV,wtt,trn,0.0674525089466108
WV,wht,trd,5.359351204476843
WV,ott,trd,3.2348369276681237
WV,air,trn,0.027985404339467224
WV,otr,trn,0.013433313853368316
WI,fbt,trd,2.995718581676726
WI,pip,trn,0.9450254327353785
WI,trn,trn,0.773296813429055
WI,mvt,trd,3.6483019964626355
WI,trk,trn,4.01541887252457
WI,gmt,trd,2.5420785339627225
WI,wtt,trn,0.4057562826647001
WI,wht,trd,23.381568202734247
WI,ott,trd,14.112820258133983
WI,air,trn,0.10420483841018477
WI,otr,trn,0.05001951311560686
WY,fbt,trd,0.3063740502515365
WY,pip,trn,0.12837271559234298
WY,trn,trn,0.14443445741408562
WY,mvt,trd,0.37311417235039956
WY,trk,trn,0.7499899599632498
WY,gmt,trd,0.2599799932047463
WY,wtt,trn,0.05373888549957731
WY,wht,trd,2.3912478946853426
WY,ott,trd,1.443327130059186
WY,air,trn,0.019463120802163135
WY,otr,trn,0.009342520377050825
